Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CPRT,CPT,CRH,CRL,CRWD,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DHI,DHR,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EPAM,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,IDXX,IEX,INCY,IR,IT,ITW,KO,LNT,MMM,MO,SCHW,STZ,T,TECH,XOM,XYZ
2024-11-04,1795400,44944500,3531800,2459700,5604000,2293300,1931300,1954900,1599600,2459400,1184300,896300,1808200,3880000,15466000,2578100,4528400,243800,654200,1748700,2339600,730700,1431200,597800,3857600,1993020,29117400,959800,2090100,369300,2333800,38492100,4616400,1137600,716400,4859700,1608000,4818100,3728500,4037600.0,4703100,1123800,1416500,864500,624600,13621300,338700,1569000,479000,1944000,102700,10290400,31110100,1857600,2725800,2585200,2061276,12310000,2374000,2802500,2494800,3994800,200000,5398200,2048500,512500,10808200,653900,5733200,797300,5853100,2383500,873000,9419600,3061500,4392700,3104600,1793600,1993900,791300,1083700,1975500,16784900,2496900,1185500,10719400.0,2170200,4769500,2407600,1027500,2195900,1695700,1131300,551100,4113700,1352000,23210238,1193300,10752300,690300,3611200,5930100,5657200,2234600,11348800.0,692400,5441700,1036900,1576700,332400,1479600,2541300,979200,3337000,519200,2321900,13269900,2681400,12458200,926700,9161200,4665100,2578400,3892700,11544200,6130000,6337700,7959800,2328100,6407351,3294000,801900,1950100,10608800,4571100,3411300,1836200,1270000,7128200,4254100,523400,14634400,637600,813400,911300,3050100,824700,7877000,3058500,1975300,6351100,1027300,2088300,787300,373100,2914500,6304900,1931000,394000,3434100,1702100,493200,335800,1566000,6788700,180100,2063700,361500,1943300,5933800,1879600,3970500,7614600,2180100,1667900,1080000,1162200,55323800,1918600,4931400,9147800,219400,1020000,2475000,619600,139500,6372500,2026600.0,4038300,285000,1335600,5996100,746000,5906300,3488000,4397147,1056000,1299400,4197400,1431700.0,3307600,2070500.0,6124300,2851900,470100,4309400,9778500,768800,16194000,21492700,1216400,4156300,937000,1797800,8110000,1210100,11634100,1547700,2690500,1411400,849600,1431000,3329300,4275724,8093400,9533900,1983300,2236600,6825000,1689600,333001,1910900,1728600,2593900,923600,638600,1463500,2520300,463000,737100,10984500,2404100,3642900,7831900,3924600,1816900,24318500,692000,14965400,4577200
2024-11-05,1240500,28111300,5109300,4989200,4059200,1906700,1553900,1588100,3753400,9049800,897600,1009200,1391700,5926200,14503200,2351300,6643000,390000,787600,2436700,1548500,651200,1626500,645800,4053000,1747640,27067300,1227600,1472300,311900,1302400,30564800,4590400,608800,709000,4792200,1502800,5580300,4864500,4003600.0,5998700,792100,904000,893200,771500,13441800,351600,911400,656100,1859600,138600,23126600,30851400,1535300,2615200,2260400,2388562,5602900,1414800,3257100,2472200,2583300,385200,5592900,2137600,424800,9278000,651500,3154400,1030600,5400700,2609600,899400,12649800,3403200,1774200,3475000,1724100,1676300,1077700,980700,2142200,17652300,1964900,1205300,6347400.0,1409000,2971700,1587000,1148000,1587000,2046200,1353200,483900,3302600,1160000,17907674,1183000,10315000,1346300,1519800,6211000,5040600,2489600,9950800.0,638500,6003100,1721300,1622300,312800,1377500,3858900,662100,2487300,997700,2260000,10183600,2419200,7946400,1065100,6533500,2671100,2166000,2480700,11115000,5978900,3813100,5390600,3848300,12488228,2541000,902200,1381000,6998600,4522900,3225300,1697300,1404000,6030600,5013500,486600,7193500,543900,1041100,749700,2558500,765800,12281800,3408100,2337600,5236800,719100,2062100,769800,492600,1891900,4955500,2185200,357400,7193800,3281900,642600,437500,1273600,6392700,165500,4821000,364000,1777300,3213600,2384500,3821700,4591500,2035800,2008600,1778800,778100,49309000,3691100,4273800,5991500,225300,948600,2693900,378800,124400,6019800,2719000.0,3604000,415500,791400,7832700,702700,2815600,4408000,4955682,750100,945300,3607300,1656200.0,4085800,3461400.0,3960200,3202400,383600,4500300,11534000,1680600,12518300,18242100,1068300,2893800,1189200,2169900,9488100,1205800,11029600,999800,2496500,1184100,624400,1109500,3451400,7827634,9456000,4162800,1781100,3563500,5502000,1308400,365969,1460900,2556900,2441500,533200,839800,1251600,2082100,697600,794700,8780200,1496400,3943800,5864100,4232100,1103200,26461800,542200,10436700,5489700
2024-11-06,2528900,54561100,7194800,5110900,5256100,3283100,3009700,2969900,3615300,5034300,2869300,2258100,1799700,6428200,30290800,2815800,7202900,692500,1284300,2179300,3228300,1179400,2349500,1587800,6393300,2058820,32911500,2384100,2208600,798300,8133500,72292200,7345600,1677200,1422200,9324600,1871400,11720500,8676700,6099600.0,6886400,1228700,2848400,1132500,854800,24300800,1078800,2141200,723900,5380500,215700,28069300,110086700,2072100,3696300,4943200,2831726,5473500,4131800,2540300,1827700,6241000,272300,13754000,3332200,1266900,11776000,753800,6906800,1725300,6203800,6852200,2451400,41957700,5172800,2006700,7187900,4720000,2262200,2375500,2593300,3666200,48011000,2756700,1717000,4790100.0,3272700,11578800,3047900,2331900,2412000,2655100,1821900,868200,8777500,1731100,33154358,3663300,10743800,1155600,2929800,9724700,7913200,12157300,35456000.0,1245000,7733600,2215400,2437400,865800,3021900,5502000,1471700,10527900,2284500,4227700,20506000,3496900,25958600,2157400,7310600,4232900,4744500,2997500,29141100,12118900,5772200,16683600,5282000,8731626,5855200,1664000,2044300,8857900,6752600,6636100,2930300,4619700,9838900,12041700,1252000,8862800,654300,1988800,1570300,4236700,964900,17787000,5193600,2289500,5512000,1230600,3701800,2484200,414700,3571000,8126300,3173000,616600,7129100,3516600,1392600,671700,2442700,12582000,188300,4184200,836400,4019600,3949800,1992500,5340500,11397800,4172200,3120200,2347100,1678500,100781800,3017300,13187800,12911700,366400,2639800,3358400,626000,233700,8002300,3808900.0,11671000,424500,1200400,6281400,951500,13756200,5711300,5670935,1659100,1874700,5939500,4163100.0,5502600,4486400.0,8819300,5910500,815100,5073200,19150100,2287800,27061500,33695500,2574200,3846400,1079000,8042800,22611800,2295600,39308100,3443800,7133400,2309000,963200,2506900,2464400,6527484,15601000,9571100,2872400,3119700,21413400,2859800,783561,5199400,5796300,3934400,1074500,917500,5292100,3745600,497900,1151600,22899300,2482600,4803200,8953100,16218400,3182100,32259200,1100100,20807700,10380800
2024-11-07,2182800,42137700,4520200,11988900,5519000,2048900,2250500,2640300,2500600,4173800,1299400,1057200,2920500,3510000,25879800,1889900,5037500,310600,862300,2611000,3377400,959200,1282300,834400,5274700,1493280,30326400,832300,2654700,469100,4924500,52878400,13025200,1080900,1299000,20140800,2141700,10873100,3563700,18592800.0,4401100,731800,1577400,1344800,654800,18970600,421100,1260100,832600,3876900,140600,14709200,48339700,2233200,5612400,2453100,5141297,2656800,2034400,3022400,1438300,3731400,335200,11973200,1826400,528700,12042200,433900,4238000,1266000,4836500,2865900,2028800,18582000,5644800,2904900,4133000,3211100,1520800,947100,2418400,2634800,24617800,1509000,1342200,4154900.0,2201400,5227700,1442400,1734200,1715600,1752400,2384700,489500,4533900,994700,18300757,1999500,7974500,631500,5889100,6586200,5099300,4766500,16655300.0,1148600,5442000,1600300,2145500,587500,2052700,3958300,633700,6107200,852700,3575200,17880200,2602600,22333200,1380400,5183800,5172800,7352900,2348300,22292300,8143200,5971900,7400000,3199700,5424344,8264800,1073500,1774200,6297500,4150700,2380600,2528000,3991500,5790200,6297300,749600,20309400,387600,1056400,3753800,5593500,671300,12981500,4671400,1705200,4975100,1027200,3061400,1036400,463900,2593800,6386500,2263900,796500,3582400,2309300,1411300,366200,1796500,6239700,105800,2853100,340600,2739600,2840600,3282800,3856400,5879300,3220700,1385400,2918300,747300,55407900,1727300,5608800,12733400,263400,1317200,3067100,440700,344200,4177500,2084900.0,4608500,397600,1012900,3742300,677400,4623000,6375000,4908971,887100,1212900,5084200,2497300.0,4469800,2347600.0,14389800,4534500,769400,2831800,10964800,1014300,16730400,25352900,1696100,2139700,903300,4475600,15920700,1187700,31831500,1670900,4323100,1154500,795800,1471100,1466300,5700965,11975400,5801700,2487400,1949100,13613400,3331000,483089,2492800,2607800,3675800,966300,608700,2636600,2009600,267900,833500,14856100,2424900,3906400,6368000,10380200,1468800,31471800,685300,12184400,19111800
2024-11-08,1918600,38328800,4596900,19189000,5685700,1887200,2289500,2856900,3426900,3482500,1552200,968600,2268900,2581000,19844700,1727300,6826100,303600,787800,9015300,2287100,843800,2018600,650900,4767300,1116100,27560300,832900,1978100,384100,3981600,36075800,25313600,776800,1289400,11740000,2585100,6026900,3093000,15031900.0,4562600,876500,1118600,801700,782600,13503200,376700,1076000,3967000,1814400,145800,12996800,38331800,1368300,6636800,2631700,4949734,2606400,1966300,2296800,1581700,3176400,282400,7007600,1353100,454500,9218600,466100,3541300,1210900,5242200,2768300,1280100,14973300,2912200,2790900,3403900,3345900,1062300,1885800,1691100,1606700,18979500,1242800,936000,5162100.0,2141000,6097500,1421500,933100,1143100,1315200,2277100,412700,4568000,1276200,24562020,1798000,8153200,735600,2759900,6328500,5429100,4247000,17431700.0,679200,5314000,1376000,3277100,1210700,1852600,3186500,1111500,4966500,625700,2845700,17517700,2277900,13095600,1648300,4462000,3994400,4673800,1951500,13650300,6041500,5554300,4646000,2320800,6137281,5904900,1623200,2036200,6325400,3885500,2651900,2941100,2229700,5127800,3908400,993300,12571500,611400,920000,3021500,3788500,748700,8623300,3153500,1392000,3260300,1023700,2915300,656800,408400,2050700,5676900,1569500,593200,2748200,5335100,794200,535900,1366100,6873700,105900,2412700,441800,2390500,4929200,3095600,3088400,4985400,1837700,1230100,4871500,708800,45463400,2579100,6063400,16197400,256100,1734300,2812900,543900,275900,3113200,1761500.0,3674700,338600,1179400,4643600,721900,3560000,13790400,4985804,855100,852900,4676500,10190500.0,2950600,1720000.0,7456700,3006000,482500,4827800,10247500,852500,15021500,22006200,1220300,3813800,1143300,2714000,9742000,1060700,15612700,1252600,3448700,1615100,431700,2392600,1220500,6042183,14164900,5489400,2147100,871800,8591500,3115000,387617,1691700,2012900,3201000,655700,488700,3235700,3035300,519600,833600,14719300,2340500,3465700,5712300,8728200,1731100,29901600,649400,12836000,24843700
2024-11-11,5405500,42005600,20760300,6535100,5301100,2131700,2985200,3536600,3271700,2480300,1340200,1556800,2202700,3411600,21883800,1687800,4795400,339100,731000,3312500,4581900,666100,1339700,574900,5475200,1256960,29868100,1228500,2457000,332600,2699000,35456000,11624800,1055500,1215100,8421400,1940800,4420700,4693300,10199300.0,3265300,1770100,1392200,1080200,586500,17036700,367200,926800,1792700,2299500,173200,12799100,43293500,1084800,5636800,2608800,1831298,2353000,3349600,2658700,1458100,3201400,175400,5351000,1518300,681500,27898400,536500,4119100,1132200,4067100,2998400,962400,19173100,6425300,2137300,3256600,1858900,1024800,1289600,2074700,1576700,20466800,1178100,1813800,3382100.0,1829400,4430500,1575900,917600,805200,2585700,1496700,412000,3539000,1297600,11831536,1263800,12985600,529300,1981700,5376600,4981500,5171900,42437500.0,877700,3820200,1246200,2181800,785100,2413900,2425700,756400,4915600,774700,3345400,17827000,3044900,10200200,1185300,6633800,1947000,2735500,2455800,11570600,7771700,2884000,8087400,3962300,4332592,5554000,1143200,1809200,7210900,4613600,1767300,3475300,2015700,4318600,4101700,526200,6734700,653300,1327300,1321000,3243400,681900,8426700,4531900,1239300,3432900,852600,1968400,610300,525700,2211200,5866400,1620600,634900,3139100,2987600,880200,289800,932800,9569100,98300,2131300,239700,1736300,3857000,2435400,5600400,6534100,2812900,936700,2037300,858000,56630500,2803600,4332000,12737200,261900,1593900,2218500,387000,152600,3854800,2353200.0,2731900,324100,722400,3728100,705100,2420000,8393300,4573506,925300,1271500,3371900,4367000.0,4121700,2486600.0,7094300,5010400,786500,2994000,11276500,746600,12503400,17450400,957900,2500700,807500,2510800,9789100,1556500,15684900,909700,4071500,1059100,505200,1229700,1283100,7743602,10395900,10160600,1901500,1093000,12972300,2159200,535536,2213200,1534500,3013000,653100,369300,1881000,2766100,367000,791900,13980900,3295000,3791300,5610400,13162800,1108700,23465000,628500,11969700,20910700
2024-11-12,1490800,40398300,10557000,6903500,4598900,2402000,3233600,4125300,2593900,2661600,1711200,1748800,1633200,3484700,14508400,1684600,3900000,290300,764600,2849000,2359400,570100,959600,855400,5478400,1219620,33560300,1867600,6680300,519000,2953300,38942900,12885600,1791100,1323800,6880700,1021000,7945500,2810000,6234700.0,5086700,1034500,1037500,714400,423600,15862000,458400,932800,1390100,2251400,127200,16746700,38155900,1576200,6113100,2773600,1509737,3379500,2244400,1755100,1406300,3462000,311500,7212800,1008700,489900,15141300,500300,4400500,749300,4989300,2939600,1112100,15766500,6136900,3262300,4501000,1737100,1991300,1003700,1555900,1929000,18197400,1227600,1424600,4460000.0,2343300,3259600,1542400,958000,1700300,2244500,1565300,358500,4927100,1404200,14310497,1496400,15552300,474800,1982500,6229900,6007000,3284800,24819600.0,1798400,5175700,1279300,1691400,609500,2311400,3133000,1106600,3846000,756300,3183700,16609400,2535000,11421700,900400,5322100,1910500,2695900,1930900,15970300,5681900,4992700,6598700,2734400,4323032,7124600,1144900,1590500,6667800,5638700,3036100,3077000,1936000,3559700,5057800,501100,7101300,357200,1193700,1578400,2876800,1002700,8057400,5469100,2807500,4008000,1383600,2682800,752800,397900,1969900,5974700,2029400,472000,3086000,2757700,672400,810100,1360000,8423000,79800,1699100,253000,2265400,3078200,2430300,5087700,3814700,2212300,1238800,1729700,1422300,44921400,1788200,4204200,18145300,357900,1235500,2690200,613000,148100,2932200,1806000.0,2846100,278200,953100,3651800,433900,2987200,7146000,3469309,778600,1810100,3158000,3918900.0,3450200,6123700.0,9322700,4704500,719700,4385700,10219700,617400,14065800,25134900,1534900,2747000,1160700,2392900,8953000,1367900,12821900,1416200,5647100,1414800,477500,963900,1974700,11765111,8487500,6793800,1898500,943800,7736900,2514700,483872,1684500,2177200,2817800,681600,377300,1843100,1707300,335100,758100,15021000,2733300,3144600,8101200,10244800,1488900,39579500,802000,11972800,15209300
2024-11-13,1103100,48566200,8483500,4922600,4760800,1736000,3353900,3470200,4609800,4003000,1637800,1273500,2798800,2561500,11706100,1456900,4302300,552300,966100,2402800,3822200,594100,1128100,777600,8634600,1636460,35146600,1429700,3725600,501700,2354800,46212900,12063600,908700,1066400,6715000,955200,5083800,2591300,4750300.0,2601300,866700,1090100,831400,511800,17472500,471700,1260300,850600,2118100,103200,21249600,36903900,2524800,5369100,2451800,1545734,3072800,2043600,1986700,1394700,5321500,199300,7168200,950400,408800,11215000,434100,2861700,1255000,4176500,2728000,1128300,10525300,3318400,4785100,7806400,2001900,1236300,928600,1611500,2316700,17563900,2149300,2535000,2979500.0,1503700,2994200,1160800,1462900,2859400,1675500,1695500,371700,3456100,878400,12369731,1960000,9406000,960500,2203700,7003900,6126900,3347100,27997400.0,1732100,5961600,1255500,1757600,505100,1884900,3366400,923700,2940200,982000,4745700,36350600,1736600,8668000,1049100,9053900,4839100,2396000,1928600,8050700,8824000,6499800,8528900,2186600,5412633,7682500,1474700,1383200,4701400,3379300,2924300,2133700,1862800,4844800,6902300,533100,6000300,348300,1311700,1458700,2193000,794800,8317600,4170400,2320200,4251500,998100,2129500,629900,341000,1892600,4223300,1448100,454900,3125300,3578900,666900,364100,1382100,7714000,87700,2014200,253700,1437500,3292600,2317100,3655800,6174700,1928200,1090200,1391100,709400,55150900,1469300,4673800,11931900,339700,1896900,3729000,660300,135100,3507500,2096800.0,2469200,386500,1151100,2518100,599000,2663500,6571800,3698614,906700,1467200,3934800,3014800.0,2712300,3054500.0,11060500,3233100,506100,5383800,10048600,716800,13969700,23184000,1438700,2034600,788600,1763100,11280300,1824300,13395500,1433100,3083100,1126700,420900,1480300,1433400,5868497,10682400,6087800,2638600,947800,5505200,2220500,539228,2191300,2331700,3247800,621800,780600,1573200,1720000,420100,1305700,13177600,1751100,2675500,7233700,8731500,1104300,29345600,1456000,15127900,12982400
2024-11-14,1971100,44923900,8442500,4777600,3812300,2165600,3503000,3098800,3214100,2191500,1505800,1545600,1890500,2571100,13488300,1638400,3285900,876700,634300,2428100,2458300,926200,953100,790600,11747400,1906900,31681400,1122300,3515600,526700,2282800,42620300,11496800,1372400,1002400,7416000,1081200,6585500,3357500,7161900.0,4147500,1012800,866400,616900,640200,20638900,441200,980600,727300,2979400,107600,15646700,35733100,2060400,5660000,2669700,3588312,2577300,2336100,2025900,3210600,4220300,242100,7369200,1173700,1048700,11494200,562300,3777300,1210300,5120200,2417200,1273800,15043500,5639300,3171500,4786000,1372500,2168200,741100,2456200,2404200,20945300,1612500,2341100,2513200.0,1303900,2838300,1263300,1137000,1934900,1827000,1613300,639200,4705400,775000,21530780,1817000,7524000,625700,1911800,6854900,4069800,3005800,17375300.0,1323000,4389900,1463900,1859900,405400,3622700,3226200,877900,4765200,974400,2582100,33747700,2697500,14939900,1542700,5878200,3264900,2628300,1798100,8792300,10111200,4822300,7311800,2137100,4360316,5315000,1225000,1229200,3510700,2821800,2303400,3154300,2127400,3831800,6212000,494700,5542400,763700,889600,1625100,3685800,864700,5235700,4517600,1625400,4195400,793000,2112600,1022000,350200,1867200,4010600,1784600,556600,3694200,2545800,684800,414200,1834900,7218000,125300,1728600,250400,1816800,3501800,1977200,4005600,4663200,1848600,1323600,1198400,872500,56780900,1366000,6416200,11905700,379600,1248300,3430600,517500,82900,3183100,2283500.0,2990500,363700,1349000,3787700,525700,5510200,7275800,4096582,1927500,1444700,5085600,3061100.0,2147500,2449500.0,8202700,3675100,416900,3506000,17750200,691100,17925800,31007500,1430000,1486700,1037100,1670500,9113200,1111100,15466200,1835700,3348100,1242300,541100,1443200,1657200,4071057,9000700,6044500,2596900,1480000,9861400,2257700,365660,2049000,2687700,6372900,553800,596300,1875800,1594800,450800,805200,15910800,2019800,2283900,6815200,14717700,1124200,20825100,1211100,13041800,9206300
2024-11-15,2631100,47923700,11265400,4798700,6898600,2726400,3614700,4612400,3881000,3556600,1457700,2300200,1447500,5557500,11948600,2895300,5524200,488400,948400,2616600,2498100,1074000,1397400,921600,16287500,2105320,44217500,2148700,5324700,730100,2587300,86591100,12047200,1790400,1214400,7335700,1113000,7410300,2519000,24367500.0,7780300,1257800,1182500,1553600,645900,20836200,460800,1590400,682800,2614400,117900,12120100,40488900,2020600,4847300,3766400,2500370,3345100,2387900,3252700,1916700,4211800,235600,4724400,1073000,583400,21259200,583300,5817700,1501900,10230100,2893600,1379600,15372900,10673900,2241200,4600500,2165500,1794800,1411500,1660300,2293400,18241900,1583200,2703500,2717400.0,2334200,3794000,1951800,992100,1027700,1650200,1611400,760200,7328900,1361600,19494837,2124400,6744000,536100,2677400,8033600,5826000,4122400,18020600.0,1415100,4124000,1844700,2269900,564400,4313600,3041100,864400,3120800,1499000,3460500,28173700,3569600,10597900,1792900,7021800,5411800,5636700,1986200,16695400,9022800,5808200,9852600,3601600,4324227,5777700,1168100,1141400,5010100,3704300,2507200,5435800,2998600,19883700,7300800,678100,9814100,1571300,1978800,3097600,3868000,1163000,6725300,6877900,2036600,5167600,1025700,2239200,2114700,355500,4902600,3633100,2616500,436700,2672000,2279700,851800,368700,1486700,4711900,207500,1718500,328600,2231900,5180200,1931000,7530100,9038600,2414900,1096900,2209100,1131200,58895400,2123400,5191000,12902500,375400,1505800,4002100,491000,185700,2656000,2279300.0,3522700,284500,2097800,8087900,2699300,4085900,5915600,4581468,1997300,1354900,5302100,3768400.0,2332500,2931300.0,11454500,6785000,451500,3655700,12625000,1229800,21708900,32504600,1077400,1780700,691200,2007700,8990300,1168500,16154700,1863500,3239500,1260000,493400,1851500,1834900,3934082,10918000,7278600,4146000,2510300,12826400,3650700,403882,1842700,2221700,3986500,690200,1896200,3842700,1937400,460000,911500,26284300,2284800,1928800,8201700,9372300,1426700,40207300,2449000,19051700,6915200
2024-11-18,1445000,44633700,8336900,4507400,6086500,2255800,1759900,2259000,3774000,2609900,1075900,920100,1564000,3399200,8499600,1850400,3277400,502200,728100,2424700,1698700,940300,1108700,619700,8324400,1439300,38705400,818800,3174600,533800,2374200,36409900,10448400,972000,801700,5568200,1898400,7200200,2977000,5365200.0,5193000,1744500,975500,1209900,547900,17856900,555000,1372300,669600,2074400,130400,12251600,32360300,2524800,7004300,3501100,1678404,4017700,1462700,2566800,1633000,2638900,229200,4437300,1001200,563200,10679100,418100,3357100,1231400,9011400,2083100,1066300,11519000,5860900,1702400,4798500,1626200,1126400,1681900,1872900,1580600,24142300,1775000,1356400,3293200.0,1900500,4758400,1361700,629400,859900,1194400,1210700,420200,4487700,1364000,20380660,1347200,5885300,476100,2284200,5238300,4830600,2514000,25607400.0,895900,5089000,1246500,1797300,566500,2713200,3932600,749600,3124700,780000,2384400,23769300,3527400,7651900,1610300,6002800,4412600,4190700,1622900,18702700,6075400,4293400,6628900,2891800,3337396,3075300,1457300,1685800,6501800,3251700,1958400,3932700,2316400,4999100,5344600,613600,5075800,855500,1112100,1552000,5030800,940600,6574200,3898000,1925500,2731000,787600,1838700,1587000,234400,2438600,3266800,1465500,402000,3399100,3060700,558300,480200,1924200,7273200,155700,1684000,250300,1611900,2800200,1493000,7061300,7261100,2633500,1004500,1282800,769800,47727300,1967600,5493000,11886900,209200,1460000,2724400,398400,98000,2755500,1748900.0,4703500,246200,1574500,6035200,694500,1738200,8702100,3022641,1287000,1203000,2833800,2918000.0,2002100,1815200.0,9099600,4859800,523500,3590000,12273200,932200,18662800,20135300,905800,1428400,938800,1848900,9278300,1484100,11043200,1496200,3394300,875900,520300,1003900,1032800,3656312,12030800,7623800,2885200,3564800,5446000,1641000,550768,1929800,1817400,3405900,437500,659600,1839700,1829200,368100,711300,16062100,2047900,2433000,8718100,9447700,978800,35656400,1889600,14239700,16620100
2024-11-19,1838200,36211800,5246000,5172400,4542800,1554600,2447000,1961700,2958600,2187200,1741700,1348200,1097000,1879700,11811200,1449300,3145100,360100,692000,2370600,2168900,624000,1134400,522400,8651100,8973520,23131400,1321000,3210300,338500,2514400,31197900,12958800,748400,914200,7203500,1881500,4862100,4707100,5599000.0,3575400,1003300,723400,880700,486100,18003400,557900,1585000,1064600,2512900,144200,8247300,28534100,2271600,4518600,2879900,1754342,3496300,1945500,1619400,1296700,2168300,204600,3552300,1094900,673500,13129900,382900,3656200,827300,5586200,2625500,820100,14428200,5088700,2608100,6252900,1793200,1059600,910000,1901400,2254700,27670700,1260000,1841200,2197500.0,2096200,3718800,1648600,773700,897200,1322700,1121800,320200,4918100,1384000,31241013,1971900,9562500,419000,2688300,7426900,4824900,2204600,13447900.0,887800,5100000,820200,1690500,523000,2536000,4571500,746600,4960200,714400,3169500,17476200,2026200,10463000,1231500,6302400,5078800,4217600,1756700,12128500,4657400,4564400,9800400,2931900,5065127,6252000,1076500,1860800,5767500,2261300,2262700,2608200,1657700,3520500,5079700,761300,6289700,480200,1279100,2337900,3862000,819400,8134100,3351900,2170300,3654600,1131100,1861400,2096200,320200,2619700,3945500,2000100,448900,2729100,2903400,500900,545000,1240800,5675100,158600,2130700,269700,1868100,2150400,1260000,4914600,6070100,2610300,1438500,1116700,922300,53227700,1632800,4019000,12764400,175400,1474600,2439300,451300,130300,3057100,2609500.0,2891700,397000,1440900,4026400,322300,2279900,5706900,3036840,1772200,1253100,3216000,2513600.0,2354700,2200600.0,8179300,2847600,424300,4959300,14530600,525300,15392900,23434900,1053800,2797600,745800,2217400,9375700,1341400,11448900,1173200,3239400,1664600,584100,941600,1574900,3921987,9248700,4665400,1809100,3299600,6211400,1678200,433777,1447500,2488800,2860700,748600,685000,10883800,1975800,380700,615300,16254800,1423200,2600500,6915800,6549300,1079100,24727700,1568600,11584400,13334200
2024-11-20,1696000,35169600,7135600,5537400,5624400,2889900,1792700,1874900,3072400,2317400,2159300,1441900,1000400,2527600,17947500,1339600,3998300,529900,772800,1517100,2033500,529000,983200,638900,6197300,9139720,28843100,1003300,4759200,311800,2243400,32769000,7866400,782000,849600,4697700,1694300,4044300,5836900,7107500.0,3034000,1135200,1294000,720700,429900,17196700,494000,1096500,572300,2387400,121200,9232100,28021000,1769700,6315400,4051500,1807512,4115600,1576200,2731900,1630700,3482600,167400,8106100,1476300,593700,11239700,457400,3019500,1031200,4786800,2828700,731600,10495600,6515400,2023100,4662000,1859600,1209600,735600,1462200,6769100,14496000,1716600,1317600,2567600.0,2193600,2420900,2195500,645400,805600,1527300,1023800,403400,4302400,1139000,22480196,2114000,6399900,488800,2111300,4562900,3467000,2310300,22875200.0,898900,4092700,785100,1452100,283400,1977900,8154900,537600,2725600,648100,2499900,15345000,4391300,7939300,1015900,6964000,4883300,3507200,1798900,11449500,6391300,2632900,10922900,4731900,3495853,6353300,1487000,1095500,4814200,7419000,1528100,2662100,1433800,6029700,4968300,699000,4808100,508000,1473100,1575800,2325500,998300,5777500,3077200,2056300,3981000,1484600,2119600,1174400,418700,1757100,4745300,2389800,436800,2277300,2063000,526400,664100,1360200,18788500,109400,2371600,244200,1464000,3683200,1583700,4305500,5551000,4691000,851600,1122000,710600,68633300,1647800,3982600,8733700,261000,1392800,2392100,314500,102200,4447600,2827800.0,3334400,423500,2788100,4910700,585100,2509300,5026800,4399403,1766400,1080300,3225400,6103400.0,3457000,2633600.0,4781700,4685900,340100,4422200,12183700,463200,15729800,18997100,1043100,2087600,855600,1528600,9639700,1570400,11108200,1510500,4732200,1584800,521700,787500,1299700,4915189,10338300,4929000,2590200,3170700,4901100,1446900,422929,2286700,3650100,4562900,650800,465200,2312400,1990000,482500,856900,18904900,1352500,1700600,5716300,6613500,1046100,20423100,1493400,11360900,7897400
